id_gestion,fecha_gestion,asesor,regional,tipo_gestion,resultado
GES01177,2025-11-13,Asesor_041,Santanderes,Visita,No efectiva
GES01178,2025-12-15,Asesor_041,Santanderes,Email,No efectiva
GES01179,2026-02-12,Asesor_041,Santanderes,Visita,Efectiva
GES01180,2025-11-14,Asesor_041,Santanderes,Visita,No efectiva
GES01181,2025-12-23,Asesor_041,Santanderes,Visita,Efectiva
GES01182,2026-02-26,Asesor_041,Santanderes,Visita,Efectiva
GES01183,2025-12-13,Asesor_041,Santanderes,Visita,No efectiva
GES01184,2025-12-06,Asesor_041,Santanderes,Email,Efectiva
GES01185,2026-06-28,Asesor_041,Santanderes,WhatsApp,Efectiva
GES01186,2026-03-29,Asesor_041,Santanderes,Visita,No efectiva
